prolificId,type,measure,value
5f3d8f6c01b29417f5676e1a,feedback,How experienced are you with scatterplots?,4
5f3d8f6c01b29417f5676e1a,feedback,How experienced are you with statistics?,4
5f3d8f6c01b29417f5676e1a,demographics,birthCountry,Portugal
5f3d8f6c01b29417f5676e1a,demographics,employment,Other
5f3d8f6c01b29417f5676e1a,demographics,nationality,Portugal
5f3d8f6c01b29417f5676e1a,demographics,sex,Male
5f3d8f6c01b29417f5676e1a,demographics,student,Yes
5f3d8f6c01b29417f5676e1a,results,averageAccuracy,0.842276602948872
5f19393a8e64cb1984ee0121,feedback,How helpful is the “individual selection” of points feature?,3
5f19393a8e64cb1984ee0121,feedback,How helpful is the rectangle selection feature?,1
5f19393a8e64cb1984ee0121,feedback,How helpful is the paintbrush feature?,5
5f19393a8e64cb1984ee0121,feedback,How easy was the prediction interface to use?,5
5f19393a8e64cb1984ee0121,feedback,How accurate did you find the predictions?,5
5f19393a8e64cb1984ee0121,feedback,How helpful did you find the predictions?,5
5f19393a8e64cb1984ee0121,feedback,Do you prefer user-driven or computer supported selections?,5
5f19393a8e64cb1984ee0121,feedback,How experienced are you with scatterplots?,2
5f19393a8e64cb1984ee0121,feedback,How experienced are you with statistics?,4
5f19393a8e64cb1984ee0121,demographics,birthCountry,Estonia
5f19393a8e64cb1984ee0121,demographics,employment,Other
5f19393a8e64cb1984ee0121,demographics,nationality,Estonia
5f19393a8e64cb1984ee0121,demographics,sex,Male
5f19393a8e64cb1984ee0121,demographics,student,Yes
5f19393a8e64cb1984ee0121,results,averageAccuracy,0.6720025278015715
5eb14b3c30bd5922f1fcc4f2,feedback,How helpful is the “individual selection” of points feature?,1
5eb14b3c30bd5922f1fcc4f2,feedback,How helpful is the rectangle selection feature?,1
5eb14b3c30bd5922f1fcc4f2,feedback,How helpful is the paintbrush feature?,5
5eb14b3c30bd5922f1fcc4f2,feedback,How easy was the prediction interface to use?,5
5eb14b3c30bd5922f1fcc4f2,feedback,How accurate did you find the predictions?,5
5eb14b3c30bd5922f1fcc4f2,feedback,How helpful did you find the predictions?,5
5eb14b3c30bd5922f1fcc4f2,feedback,Do you prefer user-driven or computer supported selections?,5
5eb14b3c30bd5922f1fcc4f2,feedback,How experienced are you with scatterplots?,3
5eb14b3c30bd5922f1fcc4f2,feedback,How experienced are you with statistics?,3
5eb14b3c30bd5922f1fcc4f2,demographics,birthCountry,United Kingdom
5eb14b3c30bd5922f1fcc4f2,demographics,employment,Part-Time
5eb14b3c30bd5922f1fcc4f2,demographics,nationality,United Kingdom
5eb14b3c30bd5922f1fcc4f2,demographics,sex,Female
5eb14b3c30bd5922f1fcc4f2,demographics,student,No
5eb14b3c30bd5922f1fcc4f2,results,averageAccuracy,0.6865616759524322
5f480180b6c229273889a39f,feedback,How helpful is the “individual selection” of points feature?,2
5f480180b6c229273889a39f,feedback,How helpful is the rectangle selection feature?,2
5f480180b6c229273889a39f,feedback,How helpful is the paintbrush feature?,5
5f480180b6c229273889a39f,feedback,How easy was the prediction interface to use?,4
5f480180b6c229273889a39f,feedback,How accurate did you find the predictions?,3
5f480180b6c229273889a39f,feedback,How helpful did you find the predictions?,4
5f480180b6c229273889a39f,feedback,Do you prefer user-driven or computer supported selections?,4
5f480180b6c229273889a39f,feedback,How experienced are you with scatterplots?,4
5f480180b6c229273889a39f,feedback,How experienced are you with statistics?,4
5f480180b6c229273889a39f,demographics,birthCountry,Poland
5f480180b6c229273889a39f,demographics,employment,Full-Time
5f480180b6c229273889a39f,demographics,nationality,Poland
5f480180b6c229273889a39f,demographics,sex,Male
5f480180b6c229273889a39f,demographics,student,Yes
5f480180b6c229273889a39f,results,averageAccuracy,0.5518132149468554
5ef80b7e38b9f0556fd6a5e6,feedback,How helpful is the “individual selection” of points feature?,2
5ef80b7e38b9f0556fd6a5e6,feedback,How helpful is the rectangle selection feature?,1
5ef80b7e38b9f0556fd6a5e6,feedback,How helpful is the paintbrush feature?,5
5ef80b7e38b9f0556fd6a5e6,feedback,How easy was the prediction interface to use?,5
5ef80b7e38b9f0556fd6a5e6,feedback,How accurate did you find the predictions?,4
5ef80b7e38b9f0556fd6a5e6,feedback,How helpful did you find the predictions?,4
5ef80b7e38b9f0556fd6a5e6,feedback,Do you prefer user-driven or computer supported selections?,2
5ef80b7e38b9f0556fd6a5e6,feedback,How experienced are you with scatterplots?,1
5ef80b7e38b9f0556fd6a5e6,feedback,How experienced are you with statistics?,2
5ef80b7e38b9f0556fd6a5e6,demographics,birthCountry,Chile
5ef80b7e38b9f0556fd6a5e6,demographics,employment,Other
5ef80b7e38b9f0556fd6a5e6,demographics,nationality,Chile
5ef80b7e38b9f0556fd6a5e6,demographics,sex,Male
5ef80b7e38b9f0556fd6a5e6,demographics,student,Yes
5ef80b7e38b9f0556fd6a5e6,results,averageAccuracy,0.7053567945396784
5f3813c0e97de70a6ab4e9e2,feedback,How helpful is the “individual selection” of points feature?,4
5f3813c0e97de70a6ab4e9e2,feedback,How helpful is the rectangle selection feature?,3
5f3813c0e97de70a6ab4e9e2,feedback,How helpful is the paintbrush feature?,5
5f3813c0e97de70a6ab4e9e2,feedback,How easy was the prediction interface to use?,4
5f3813c0e97de70a6ab4e9e2,feedback,How accurate did you find the predictions?,3
5f3813c0e97de70a6ab4e9e2,feedback,How helpful did you find the predictions?,4
5f3813c0e97de70a6ab4e9e2,feedback,Do you prefer user-driven or computer supported selections?,4
5f3813c0e97de70a6ab4e9e2,feedback,How experienced are you with scatterplots?,1
5f3813c0e97de70a6ab4e9e2,feedback,How experienced are you with statistics?,3
5f3813c0e97de70a6ab4e9e2,demographics,birthCountry,United Kingdom
5f3813c0e97de70a6ab4e9e2,demographics,employment,Unemployed (and job seeking)
5f3813c0e97de70a6ab4e9e2,demographics,nationality,United Kingdom
5f3813c0e97de70a6ab4e9e2,demographics,sex,Male
5f3813c0e97de70a6ab4e9e2,demographics,student,No
5f3813c0e97de70a6ab4e9e2,results,averageAccuracy,0.8282160300017445
5dfe7de0bf3d4eb1cc979a7a,feedback,How helpful is the “individual selection” of points feature?,1
5dfe7de0bf3d4eb1cc979a7a,feedback,How helpful is the rectangle selection feature?,1
5dfe7de0bf3d4eb1cc979a7a,feedback,How helpful is the paintbrush feature?,5
5dfe7de0bf3d4eb1cc979a7a,feedback,How easy was the prediction interface to use?,5
5dfe7de0bf3d4eb1cc979a7a,feedback,How accurate did you find the predictions?,5
5dfe7de0bf3d4eb1cc979a7a,feedback,How helpful did you find the predictions?,5
5dfe7de0bf3d4eb1cc979a7a,feedback,Do you prefer user-driven or computer supported selections?,4
5dfe7de0bf3d4eb1cc979a7a,feedback,How experienced are you with scatterplots?,1
5dfe7de0bf3d4eb1cc979a7a,feedback,How experienced are you with statistics?,2
5dfe7de0bf3d4eb1cc979a7a,demographics,birthCountry,Slovenia
5dfe7de0bf3d4eb1cc979a7a,demographics,employment,Other
5dfe7de0bf3d4eb1cc979a7a,demographics,nationality,Slovenia
5dfe7de0bf3d4eb1cc979a7a,demographics,sex,Male
5dfe7de0bf3d4eb1cc979a7a,demographics,student,Yes
5dfe7de0bf3d4eb1cc979a7a,results,averageAccuracy,0.7810544217687074
5c665e1948985d0001f09675,feedback,How helpful is the “individual selection” of points feature?,3
5c665e1948985d0001f09675,feedback,How helpful is the rectangle selection feature?,4
5c665e1948985d0001f09675,feedback,How helpful is the paintbrush feature?,5
5c665e1948985d0001f09675,feedback,How easy was the prediction interface to use?,5
5c665e1948985d0001f09675,feedback,How accurate did you find the predictions?,4
5c665e1948985d0001f09675,feedback,How helpful did you find the predictions?,5
5c665e1948985d0001f09675,feedback,Do you prefer user-driven or computer supported selections?,4
5c665e1948985d0001f09675,feedback,How experienced are you with scatterplots?,5
5c665e1948985d0001f09675,feedback,How experienced are you with statistics?,3
5c665e1948985d0001f09675,demographics,birthCountry,United Kingdom
5c665e1948985d0001f09675,demographics,employment,Full-Time
5c665e1948985d0001f09675,demographics,nationality,United Kingdom
5c665e1948985d0001f09675,demographics,sex,Male
5c665e1948985d0001f09675,demographics,student,No
5c665e1948985d0001f09675,results,averageAccuracy,0.8863205282112844
5c6c6d2a61fc7d0001459508,feedback,How helpful is the “individual selection” of points feature?,2
5c6c6d2a61fc7d0001459508,feedback,How helpful is the rectangle selection feature?,3
5c6c6d2a61fc7d0001459508,feedback,How helpful is the paintbrush feature?,5
5c6c6d2a61fc7d0001459508,feedback,How easy was the prediction interface to use?,5
5c6c6d2a61fc7d0001459508,feedback,How accurate did you find the predictions?,5
5c6c6d2a61fc7d0001459508,feedback,How helpful did you find the predictions?,5
5c6c6d2a61fc7d0001459508,feedback,Do you prefer user-driven or computer supported selections?,5
5c6c6d2a61fc7d0001459508,feedback,How experienced are you with scatterplots?,1
5c6c6d2a61fc7d0001459508,feedback,How experienced are you with statistics?,1
5c6c6d2a61fc7d0001459508,demographics,birthCountry,United States
5c6c6d2a61fc7d0001459508,demographics,employment,Part-Time
5c6c6d2a61fc7d0001459508,demographics,nationality,United States
5c6c6d2a61fc7d0001459508,demographics,sex,Male
5c6c6d2a61fc7d0001459508,demographics,student,Yes
5c6c6d2a61fc7d0001459508,results,averageAccuracy,0.8701980792316927
5f56801ffc0d190b3750869d,feedback,How helpful is the “individual selection” of points feature?,5
5f56801ffc0d190b3750869d,feedback,How helpful is the rectangle selection feature?,1
5f56801ffc0d190b3750869d,feedback,How helpful is the paintbrush feature?,5
5f56801ffc0d190b3750869d,feedback,How easy was the prediction interface to use?,5
5f56801ffc0d190b3750869d,feedback,How accurate did you find the predictions?,5
5f56801ffc0d190b3750869d,feedback,How helpful did you find the predictions?,5
5f56801ffc0d190b3750869d,feedback,Do you prefer user-driven or computer supported selections?,3
5f56801ffc0d190b3750869d,feedback,How experienced are you with scatterplots?,5
5f56801ffc0d190b3750869d,feedback,How experienced are you with statistics?,5
5f56801ffc0d190b3750869d,demographics,birthCountry,United States
5f56801ffc0d190b3750869d,demographics,employment,Part-Time
5f56801ffc0d190b3750869d,demographics,nationality,United States
5f56801ffc0d190b3750869d,demographics,sex,Male
5f56801ffc0d190b3750869d,demographics,student,No
5f56801ffc0d190b3750869d,results,averageAccuracy,0.6325907029478458
5c465bc735e0cd0001dddc5b,feedback,How helpful is the “individual selection” of points feature?,1
5c465bc735e0cd0001dddc5b,feedback,How helpful is the rectangle selection feature?,1
5c465bc735e0cd0001dddc5b,feedback,How helpful is the paintbrush feature?,5
5c465bc735e0cd0001dddc5b,feedback,How easy was the prediction interface to use?,4
5c465bc735e0cd0001dddc5b,feedback,How accurate did you find the predictions?,3
5c465bc735e0cd0001dddc5b,feedback,How helpful did you find the predictions?,2
5c465bc735e0cd0001dddc5b,feedback,Do you prefer user-driven or computer supported selections?,1
5c465bc735e0cd0001dddc5b,feedback,How experienced are you with scatterplots?,4
5c465bc735e0cd0001dddc5b,feedback,How experienced are you with statistics?,5
5c465bc735e0cd0001dddc5b,demographics,birthCountry,Netherlands
5c465bc735e0cd0001dddc5b,demographics,employment,Full-Time
5c465bc735e0cd0001dddc5b,demographics,nationality,Netherlands
5c465bc735e0cd0001dddc5b,demographics,sex,Male
5c465bc735e0cd0001dddc5b,demographics,student,Yes
5c465bc735e0cd0001dddc5b,results,averageAccuracy,0.6200112317654334
5e94f3cb7e59400df2b915fa,feedback,How helpful is the “individual selection” of points feature?,4
5e94f3cb7e59400df2b915fa,feedback,How helpful is the rectangle selection feature?,1
5e94f3cb7e59400df2b915fa,feedback,How helpful is the paintbrush feature?,5
5e94f3cb7e59400df2b915fa,feedback,How easy was the prediction interface to use?,5
5e94f3cb7e59400df2b915fa,feedback,How accurate did you find the predictions?,4
5e94f3cb7e59400df2b915fa,feedback,How helpful did you find the predictions?,5
5e94f3cb7e59400df2b915fa,feedback,Do you prefer user-driven or computer supported selections?,4
5e94f3cb7e59400df2b915fa,feedback,How experienced are you with scatterplots?,2
5e94f3cb7e59400df2b915fa,feedback,How experienced are you with statistics?,2
5e94f3cb7e59400df2b915fa,demographics,birthCountry,Spain
5e94f3cb7e59400df2b915fa,demographics,employment,Unemployed (and job seeking)
5e94f3cb7e59400df2b915fa,demographics,nationality,Spain
5e94f3cb7e59400df2b915fa,demographics,sex,Male
5e94f3cb7e59400df2b915fa,demographics,student,No
5e94f3cb7e59400df2b915fa,results,averageAccuracy,0.8588932496075354
5efcae1dc5fa31082a897f33,feedback,How helpful is the “individual selection” of points feature?,4
5efcae1dc5fa31082a897f33,feedback,How helpful is the rectangle selection feature?,2
5efcae1dc5fa31082a897f33,feedback,How helpful is the paintbrush feature?,5
5efcae1dc5fa31082a897f33,feedback,How easy was the prediction interface to use?,5
5efcae1dc5fa31082a897f33,feedback,How accurate did you find the predictions?,4
5efcae1dc5fa31082a897f33,feedback,How helpful did you find the predictions?,5
5efcae1dc5fa31082a897f33,feedback,Do you prefer user-driven or computer supported selections?,4
5efcae1dc5fa31082a897f33,feedback,How experienced are you with scatterplots?,4
5efcae1dc5fa31082a897f33,feedback,How experienced are you with statistics?,4
5efcae1dc5fa31082a897f33,demographics,birthCountry,Poland
5efcae1dc5fa31082a897f33,demographics,employment,Unemployed (and job seeking)
5efcae1dc5fa31082a897f33,demographics,nationality,Poland
5efcae1dc5fa31082a897f33,demographics,sex,Male
5efcae1dc5fa31082a897f33,demographics,student,No
5efcae1dc5fa31082a897f33,results,averageAccuracy,0.6975556889422435
5f0f9a64d5d9560008936388,feedback,How helpful is the “individual selection” of points feature?,2
5f0f9a64d5d9560008936388,feedback,How helpful is the rectangle selection feature?,4
5f0f9a64d5d9560008936388,feedback,How helpful is the paintbrush feature?,5
5f0f9a64d5d9560008936388,feedback,How easy was the prediction interface to use?,4
5f0f9a64d5d9560008936388,feedback,How accurate did you find the predictions?,2
5f0f9a64d5d9560008936388,feedback,How helpful did you find the predictions?,2
5f0f9a64d5d9560008936388,feedback,Do you prefer user-driven or computer supported selections?,1
5f0f9a64d5d9560008936388,feedback,How experienced are you with scatterplots?,4
5f0f9a64d5d9560008936388,feedback,How experienced are you with statistics?,4
5f0f9a64d5d9560008936388,demographics,birthCountry,Mexico
5f0f9a64d5d9560008936388,demographics,employment,Unemployed (and job seeking)
5f0f9a64d5d9560008936388,demographics,nationality,Mexico
5f0f9a64d5d9560008936388,demographics,sex,Male
5f0f9a64d5d9560008936388,demographics,student,Yes
5f0f9a64d5d9560008936388,results,averageAccuracy,0.7860034013605441
5f3ad10cb7b6dd75ec619575,feedback,How helpful is the “individual selection” of points feature?,3
5f3ad10cb7b6dd75ec619575,feedback,How helpful is the rectangle selection feature?,3
5f3ad10cb7b6dd75ec619575,feedback,How helpful is the paintbrush feature?,5
5f3ad10cb7b6dd75ec619575,feedback,How easy was the prediction interface to use?,5
5f3ad10cb7b6dd75ec619575,feedback,How accurate did you find the predictions?,5
5f3ad10cb7b6dd75ec619575,feedback,How helpful did you find the predictions?,5
5f3ad10cb7b6dd75ec619575,feedback,Do you prefer user-driven or computer supported selections?,5
5f3ad10cb7b6dd75ec619575,feedback,How experienced are you with scatterplots?,1
5f3ad10cb7b6dd75ec619575,feedback,How experienced are you with statistics?,3
5f3ad10cb7b6dd75ec619575,demographics,birthCountry,Portugal
5f3ad10cb7b6dd75ec619575,demographics,employment,Unemployed (and job seeking)
5f3ad10cb7b6dd75ec619575,demographics,nationality,Portugal
5f3ad10cb7b6dd75ec619575,demographics,sex,Male
5f3ad10cb7b6dd75ec619575,demographics,student,Yes
5f3ad10cb7b6dd75ec619575,results,averageAccuracy,0.7561338124993587
5f2dcd951f2249107bbbeaeb,feedback,How helpful is the “individual selection” of points feature?,3
5f2dcd951f2249107bbbeaeb,feedback,How helpful is the rectangle selection feature?,3
5f2dcd951f2249107bbbeaeb,feedback,How helpful is the paintbrush feature?,5
5f2dcd951f2249107bbbeaeb,feedback,How easy was the prediction interface to use?,5
5f2dcd951f2249107bbbeaeb,feedback,How accurate did you find the predictions?,4
5f2dcd951f2249107bbbeaeb,feedback,How helpful did you find the predictions?,3
5f2dcd951f2249107bbbeaeb,feedback,Do you prefer user-driven or computer supported selections?,1
5f2dcd951f2249107bbbeaeb,feedback,How experienced are you with scatterplots?,1
5f2dcd951f2249107bbbeaeb,feedback,How experienced are you with statistics?,1
5f2dcd951f2249107bbbeaeb,demographics,birthCountry,United States
5f2dcd951f2249107bbbeaeb,demographics,employment,Full-Time
5f2dcd951f2249107bbbeaeb,demographics,nationality,United States
5f2dcd951f2249107bbbeaeb,demographics,sex,Male
5f2dcd951f2249107bbbeaeb,demographics,student,No
5f2dcd951f2249107bbbeaeb,results,averageAccuracy,0.7559273662845091
5f500418133110165a1539a9,feedback,How helpful is the “individual selection” of points feature?,5
5f500418133110165a1539a9,feedback,How helpful is the rectangle selection feature?,2
5f500418133110165a1539a9,feedback,How helpful is the paintbrush feature?,5
5f500418133110165a1539a9,feedback,How easy was the prediction interface to use?,5
5f500418133110165a1539a9,feedback,How accurate did you find the predictions?,4
5f500418133110165a1539a9,feedback,How helpful did you find the predictions?,4
5f500418133110165a1539a9,feedback,Do you prefer user-driven or computer supported selections?,4
5f500418133110165a1539a9,feedback,How experienced are you with scatterplots?,4
5f500418133110165a1539a9,feedback,How experienced are you with statistics?,4
5f500418133110165a1539a9,demographics,birthCountry,United States
5f500418133110165a1539a9,demographics,employment,Unemployed (and job seeking)
5f500418133110165a1539a9,demographics,nationality,United States
5f500418133110165a1539a9,demographics,sex,Female
5f500418133110165a1539a9,demographics,student,Yes
5f500418133110165a1539a9,results,averageAccuracy,0.8100040016006403
5f0235be5d417d0dfb3ebc29,feedback,How helpful is the “individual selection” of points feature?,2
5f0235be5d417d0dfb3ebc29,feedback,How helpful is the rectangle selection feature?,1
5f0235be5d417d0dfb3ebc29,feedback,How helpful is the paintbrush feature?,5
5f0235be5d417d0dfb3ebc29,feedback,How easy was the prediction interface to use?,5
5f0235be5d417d0dfb3ebc29,feedback,How accurate did you find the predictions?,4
5f0235be5d417d0dfb3ebc29,feedback,How helpful did you find the predictions?,5
5f0235be5d417d0dfb3ebc29,feedback,Do you prefer user-driven or computer supported selections?,5
5f0235be5d417d0dfb3ebc29,feedback,How experienced are you with scatterplots?,1
5f0235be5d417d0dfb3ebc29,feedback,How experienced are you with statistics?,2
5f0235be5d417d0dfb3ebc29,demographics,birthCountry,Poland
5f0235be5d417d0dfb3ebc29,demographics,employment,Unemployed (and job seeking)
5f0235be5d417d0dfb3ebc29,demographics,nationality,Poland
5f0235be5d417d0dfb3ebc29,demographics,sex,Male
5f0235be5d417d0dfb3ebc29,demographics,student,Yes
5f0235be5d417d0dfb3ebc29,results,averageAccuracy,0.6929757287530397
5f37f709b66267082f6f3992,feedback,How helpful is the “individual selection” of points feature?,3
5f37f709b66267082f6f3992,feedback,How helpful is the rectangle selection feature?,1
5f37f709b66267082f6f3992,feedback,How helpful is the paintbrush feature?,5
5f37f709b66267082f6f3992,feedback,How easy was the prediction interface to use?,4
5f37f709b66267082f6f3992,feedback,How accurate did you find the predictions?,3
5f37f709b66267082f6f3992,feedback,How helpful did you find the predictions?,3
5f37f709b66267082f6f3992,feedback,Do you prefer user-driven or computer supported selections?,2
5f37f709b66267082f6f3992,feedback,How experienced are you with scatterplots?,2
5f37f709b66267082f6f3992,feedback,How experienced are you with statistics?,1
5f37f709b66267082f6f3992,demographics,birthCountry,Portugal
5f37f709b66267082f6f3992,demographics,employment,Other
5f37f709b66267082f6f3992,demographics,nationality,Portugal
5f37f709b66267082f6f3992,demographics,sex,Female
5f37f709b66267082f6f3992,demographics,student,Yes
5f37f709b66267082f6f3992,results,averageAccuracy,0.6420448179271708
5d2b45b9f7ef930001c5fa2d,feedback,How helpful is the “individual selection” of points feature?,5
5d2b45b9f7ef930001c5fa2d,feedback,How helpful is the rectangle selection feature?,1
5d2b45b9f7ef930001c5fa2d,feedback,How helpful is the paintbrush feature?,5
5d2b45b9f7ef930001c5fa2d,feedback,How easy was the prediction interface to use?,5
5d2b45b9f7ef930001c5fa2d,feedback,How accurate did you find the predictions?,4
5d2b45b9f7ef930001c5fa2d,feedback,How helpful did you find the predictions?,5
5d2b45b9f7ef930001c5fa2d,feedback,Do you prefer user-driven or computer supported selections?,5
5d2b45b9f7ef930001c5fa2d,feedback,How experienced are you with scatterplots?,5
5d2b45b9f7ef930001c5fa2d,feedback,How experienced are you with statistics?,5
5d2b45b9f7ef930001c5fa2d,demographics,birthCountry,United Kingdom
5d2b45b9f7ef930001c5fa2d,demographics,employment,Full-Time
5d2b45b9f7ef930001c5fa2d,demographics,nationality,United Kingdom
5d2b45b9f7ef930001c5fa2d,demographics,sex,Female
5d2b45b9f7ef930001c5fa2d,demographics,student,No
5d2b45b9f7ef930001c5fa2d,results,averageAccuracy,0.6072196652553795
5d77c0eb4a666c0019561a80,feedback,How helpful is the “individual selection” of points feature?,3
5d77c0eb4a666c0019561a80,feedback,How helpful is the rectangle selection feature?,2
5d77c0eb4a666c0019561a80,feedback,How helpful is the paintbrush feature?,5
5d77c0eb4a666c0019561a80,feedback,How easy was the prediction interface to use?,5
5d77c0eb4a666c0019561a80,feedback,How accurate did you find the predictions?,4
5d77c0eb4a666c0019561a80,feedback,How helpful did you find the predictions?,3
5d77c0eb4a666c0019561a80,feedback,Do you prefer user-driven or computer supported selections?,4
5d77c0eb4a666c0019561a80,feedback,How experienced are you with scatterplots?,2
5d77c0eb4a666c0019561a80,feedback,How experienced are you with statistics?,2
5d77c0eb4a666c0019561a80,demographics,birthCountry,Portugal
5d77c0eb4a666c0019561a80,demographics,employment,Due to start a new job within the next month
5d77c0eb4a666c0019561a80,demographics,nationality,Portugal
5d77c0eb4a666c0019561a80,demographics,sex,Male
5d77c0eb4a666c0019561a80,demographics,student,Yes
5d77c0eb4a666c0019561a80,results,averageAccuracy,0.8456859410430838
5f14886922a7d20725a22cde,feedback,How helpful is the “individual selection” of points feature?,4
5f14886922a7d20725a22cde,feedback,How helpful is the rectangle selection feature?,2
5f14886922a7d20725a22cde,feedback,How helpful is the paintbrush feature?,5
5f14886922a7d20725a22cde,feedback,How easy was the prediction interface to use?,4
5f14886922a7d20725a22cde,feedback,How accurate did you find the predictions?,3
5f14886922a7d20725a22cde,feedback,How helpful did you find the predictions?,4
5f14886922a7d20725a22cde,feedback,Do you prefer user-driven or computer supported selections?,5
5f14886922a7d20725a22cde,feedback,How experienced are you with scatterplots?,4
5f14886922a7d20725a22cde,feedback,How experienced are you with statistics?,4
5f14886922a7d20725a22cde,demographics,birthCountry,Portugal
5f14886922a7d20725a22cde,demographics,employment,Due to start a new job within the next month
5f14886922a7d20725a22cde,demographics,nationality,Portugal
5f14886922a7d20725a22cde,demographics,sex,Male
5f14886922a7d20725a22cde,demographics,student,Yes
5f14886922a7d20725a22cde,results,averageAccuracy,0.4190514289758297
5f2b6595224df75d78044098,feedback,How helpful is the “individual selection” of points feature?,5
5f2b6595224df75d78044098,feedback,How helpful is the rectangle selection feature?,5
5f2b6595224df75d78044098,feedback,How helpful is the paintbrush feature?,5
5f2b6595224df75d78044098,feedback,How easy was the prediction interface to use?,5
5f2b6595224df75d78044098,feedback,How accurate did you find the predictions?,1
5f2b6595224df75d78044098,feedback,How helpful did you find the predictions?,1
5f2b6595224df75d78044098,feedback,Do you prefer user-driven or computer supported selections?,3
5f2b6595224df75d78044098,feedback,How experienced are you with scatterplots?,5
5f2b6595224df75d78044098,feedback,How experienced are you with statistics?,1
5f2b6595224df75d78044098,demographics,birthCountry,Portugal
5f2b6595224df75d78044098,demographics,employment,DATA EXPIRED
5f2b6595224df75d78044098,demographics,nationality,Portugal
5f2b6595224df75d78044098,demographics,sex,Male
5f2b6595224df75d78044098,demographics,student,DATA EXPIRED
5f2b6595224df75d78044098,results,averageAccuracy,0.8117477760334905
58b06921aaa44f000143a0aa,feedback,How helpful is the “individual selection” of points feature?,3
58b06921aaa44f000143a0aa,feedback,How helpful is the rectangle selection feature?,1
58b06921aaa44f000143a0aa,feedback,How helpful is the paintbrush feature?,5
58b06921aaa44f000143a0aa,feedback,How easy was the prediction interface to use?,5
58b06921aaa44f000143a0aa,feedback,How accurate did you find the predictions?,4
58b06921aaa44f000143a0aa,feedback,How helpful did you find the predictions?,4
58b06921aaa44f000143a0aa,feedback,Do you prefer user-driven or computer supported selections?,2
58b06921aaa44f000143a0aa,feedback,How experienced are you with scatterplots?,3
58b06921aaa44f000143a0aa,feedback,How experienced are you with statistics?,2
58b06921aaa44f000143a0aa,demographics,birthCountry,Portugal
58b06921aaa44f000143a0aa,demographics,employment,Unemployed (and job seeking)
58b06921aaa44f000143a0aa,demographics,nationality,Portugal
58b06921aaa44f000143a0aa,demographics,sex,Male
58b06921aaa44f000143a0aa,demographics,student,Yes
58b06921aaa44f000143a0aa,results,averageAccuracy,0.8587895158063227
5ecc17baf40bde40e681a6c0,feedback,How helpful is the “individual selection” of points feature?,4
5ecc17baf40bde40e681a6c0,feedback,How helpful is the rectangle selection feature?,1
5ecc17baf40bde40e681a6c0,feedback,How helpful is the paintbrush feature?,5
5ecc17baf40bde40e681a6c0,feedback,How easy was the prediction interface to use?,4
5ecc17baf40bde40e681a6c0,feedback,How accurate did you find the predictions?,3
5ecc17baf40bde40e681a6c0,feedback,How helpful did you find the predictions?,2
5ecc17baf40bde40e681a6c0,feedback,Do you prefer user-driven or computer supported selections?,1
5ecc17baf40bde40e681a6c0,feedback,How experienced are you with scatterplots?,3
5ecc17baf40bde40e681a6c0,feedback,How experienced are you with statistics?,4
5ecc17baf40bde40e681a6c0,demographics,birthCountry,Poland
5ecc17baf40bde40e681a6c0,demographics,employment,Unemployed (and job seeking)
5ecc17baf40bde40e681a6c0,demographics,nationality,Poland
5ecc17baf40bde40e681a6c0,demographics,sex,Male
5ecc17baf40bde40e681a6c0,demographics,student,Yes
5ecc17baf40bde40e681a6c0,results,averageAccuracy,0.8102727757769775
5e53a44ec71e87000a8a0685,feedback,How helpful is the “individual selection” of points feature?,5
5e53a44ec71e87000a8a0685,feedback,How helpful is the rectangle selection feature?,2
5e53a44ec71e87000a8a0685,feedback,How helpful is the paintbrush feature?,5
5e53a44ec71e87000a8a0685,feedback,How easy was the prediction interface to use?,3
5e53a44ec71e87000a8a0685,feedback,How accurate did you find the predictions?,2
5e53a44ec71e87000a8a0685,feedback,How helpful did you find the predictions?,3
5e53a44ec71e87000a8a0685,feedback,Do you prefer user-driven or computer supported selections?,3
5e53a44ec71e87000a8a0685,feedback,How experienced are you with scatterplots?,1
5e53a44ec71e87000a8a0685,feedback,How experienced are you with statistics?,2
5e53a44ec71e87000a8a0685,demographics,birthCountry,Hungary
5e53a44ec71e87000a8a0685,demographics,employment,Unemployed (and job seeking)
5e53a44ec71e87000a8a0685,demographics,nationality,Hungary
5e53a44ec71e87000a8a0685,demographics,sex,Male
5e53a44ec71e87000a8a0685,demographics,student,No
5e53a44ec71e87000a8a0685,results,averageAccuracy,0.7010702299567846
5d87b9f7d049220018d8bfbf,feedback,How helpful is the “individual selection” of points feature?,5
5d87b9f7d049220018d8bfbf,feedback,How helpful is the rectangle selection feature?,5
5d87b9f7d049220018d8bfbf,feedback,How helpful is the paintbrush feature?,5
5d87b9f7d049220018d8bfbf,feedback,How easy was the prediction interface to use?,4
5d87b9f7d049220018d8bfbf,feedback,How accurate did you find the predictions?,5
5d87b9f7d049220018d8bfbf,feedback,How helpful did you find the predictions?,5
5d87b9f7d049220018d8bfbf,feedback,Do you prefer user-driven or computer supported selections?,5
5d87b9f7d049220018d8bfbf,feedback,How experienced are you with scatterplots?,1
5d87b9f7d049220018d8bfbf,feedback,How experienced are you with statistics?,1
5d87b9f7d049220018d8bfbf,demographics,birthCountry,France
5d87b9f7d049220018d8bfbf,demographics,employment,Part-Time
5d87b9f7d049220018d8bfbf,demographics,nationality,France
